id,prompt_type,question,model_output,detected_answer,correct_answer,correct,hallucination,timestamp
11,few_shot,A 50-year-old alcoholic presents with epigastric pain radiating to the back. Amylase elevated.,"Okay, I'm ready for some heavy instructions. Please provide them. I will do my best to follow them precisely and to the best of my ability. I understand that ""instruction heavy"" implies a complex or detailed task, so I'll be patient and thorough.

Let's get started! I'm eager to see what you have in store. Just paste the instructions here, and I'll get to work.",A,A,True,False,2025-11-16T20:39:04.137013
12,few_shot,A 35-year-old man has sudden onset pleuritic chest pain and dyspnea. D-dimer elevated.,"Okay, I'm ready for your instruction-heavy request. I understand this means you'll be providing detailed instructions, and I will do my best to follow them precisely. 

To help me give you the best response, please consider the following:

*   **Be as specific as possible.** The more detail you provide, the better I can understand your needs.
*   **Break down complex tasks into smaller steps.** This will make it easier for me to follow along and avoid errors.
*   **Provide examples if possible.** Examples can help clarify your instructions and ensure that I'm on the right track.
*   **Let me know the desired output format.** Do you want a specific type of text, code, list, table, etc.?
*   **Tell me what to do if I encounter an error or ambiguity.** Should I ask for clarification, make a reasonable assumption, or stop and report the issue?

I'm eager to see what you have in store! Let's begin. Please provide your instructions.",A,A,True,False,2025-11-16T20:39:12.025387
13,few_shot,"A 22-year-old woman has fever, neck stiffness, and photophobia. Kernig sign positive.","Okay, I'm ready for some heavy instructions. I understand this means you'll be providing detailed and potentially complex directions. I will do my best to follow them precisely. 

Please provide the instructions. I'm prepared to:

*   **Pay close attention to detail.**
*   **Ask clarifying questions if needed.**
*   **Execute the instructions to the best of my ability.**
*   **Acknowledge when I'm unsure or unable to complete a step.**

Let's begin!",A,A,True,False,2025-11-16T20:39:19.397968
14,few_shot,"A 40-year-old man has polyuria, hypernatremia, and dilute urine. Diagnosis?","Okay, I understand. I'm ready for your instructions. I will do my best to follow them precisely. Please provide as much detail as possible, and let me know if you have any specific expectations for how I should respond. I'm here to help!",A,A,True,False,2025-11-16T20:39:26.055930
15,few_shot,A 72-year-old woman with bone pain and elevated ALP with normal calcium.,"Okay, I understand. I'm ready for your instruction-heavy prompt. I will do my best to follow your instructions precisely and provide the output you're looking for. 

Please provide the instructions. I'm eager to see what you have in mind!",A,A,True,False,2025-11-16T20:39:32.725004
16,few_shot,A 32-year-old woman presents with malar rash worsened by sunlight.,"Okay, I'm ready for your instruction-heavy prompt. I understand that means you'll be providing a lot of detail and specific requirements. I will do my best to follow your instructions precisely. 

To help me give you the best possible response, please be as clear and unambiguous as possible. Consider including:

*   **The desired output format:** (e.g., a poem, a story, a code snippet, a table, a list, a JSON object, etc.)
*   **The specific content requirements:** (e.g., topics to cover, keywords to include, specific facts to use, etc.)
*   **The tone and style:** (e.g., formal, informal, humorous, serious, technical, etc.)
*   **Any constraints or limitations:** (e.g., word count, character limit, specific libraries to use, etc.)
*   **Examples of what you're looking for:** (if possible, providing examples can be very helpful)
*   **The purpose of the output:** (understanding the goal will help me tailor the response)
*   **Any specific instructions on how to handle edge cases or ambiguities.**

I'm looking forward to seeing what you have in mind! Let's get started.",A,A,True,False,2025-11-16T20:39:40.934730
17,few_shot,A 70-year-old man presents with urinary hesitancy and weak stream.,"Okay, I'm ready for some heavy instructions! I understand this means you'll be providing detailed and potentially complex directions. I'll do my best to follow them precisely. 

To help me succeed, please consider the following:

*   **Be as specific as possible.** Don't assume I know anything beyond what you explicitly tell me.
*   **Break down complex tasks into smaller, manageable steps.** This will make it easier for me to follow along.
*   **Use clear and unambiguous language.** Avoid jargon or technical terms unless you define them first.
*   **Provide examples where appropriate.** This can help me understand your instructions more concretely.
*   **Let me know what the expected outcome is.** This will help me verify that I'm on the right track.
*   **Tell me how you want me to respond.** Should I ask clarifying questions? Should I summarize the instructions back to you? Should I just execute them silently?

I'm eager to get started. Please provide your instructions!",A,A,True,False,2025-11-16T20:39:49.113853
18,few_shot,A 28-year-old man presents with migratory polyarthritis and a target rash.,"Okay, I'm ready for some heavy instructions. I understand that means you'll be giving me a lot of specific details and guidance. I'll do my best to follow them precisely. 

To help me understand and execute your instructions effectively, please consider the following:

*   **Be as clear and unambiguous as possible.** Avoid jargon or terms that might be open to interpretation unless you define them.
*   **Break down complex tasks into smaller, manageable steps.** This will make it easier for me to follow along and avoid errors.
*   **Provide examples where appropriate.** Examples can help me understand the desired outcome and how to achieve it.
*   **Specify the format of the output you expect.** This could include the type of file, the structure of the data, or the style of writing.
*   **Let me know if there are any constraints or limitations.** For example, if I'm working with a limited dataset or a specific set of tools.
*   **Tell me what to do if I encounter an error or unexpected situation.** Should I stop and ask for clarification, or should I try to resolve the issue myself?

I'm eager to see what you have in store for me. Let's get started!",A,A,True,False,2025-11-16T20:39:57.734979
19,few_shot,"A 45-year-old man presents with RUQ pain, fever, jaundice (Charcot triad).","Okay, I'm ready for some heavy instructions! I understand this means you'll be providing detailed and potentially complex directions. I'll do my best to follow them precisely. 

To help me understand and execute your instructions effectively, please consider the following:

*   **Be as specific as possible:** Avoid ambiguity. The more detail you provide, the better I can understand what you want.
*   **Break down complex tasks:** If the task is complicated, divide it into smaller, more manageable steps.
*   **Use clear and concise language:** Avoid jargon or overly technical terms unless you are sure I understand them.
*   **Provide examples:** If possible, give examples of the desired output or behavior.
*   **Specify the format of the output:** Let me know how you want the information presented (e.g., a list, a paragraph, a table, code in a specific language).
*   **Indicate the level of creativity required:** Should I be strictly following instructions, or is there room for interpretation and creative problem-solving?
*   **Tell me what to do if I encounter an error or ambiguity:** Should I ask for clarification, make a best guess, or stop and wait for further instructions?

I'm eager to see what you have in store for me. Let's get started! Just paste your instructions and I'll do my best to follow them.",A,A,True,False,2025-11-16T20:40:06.534838
20,few_shot,"A 29-year-old woman with new-onset anxiety, palpitations, and elevated free T4.","Okay, I understand. I'm ready for your instructions. I will do my best to follow them precisely. Please provide as much detail as possible, and let me know if you have any specific format or style requirements. I'm here to help! Just tell me what you need.",A,A,True,False,2025-11-16T20:40:13.262603
